Timestamp,Variable,Raw_Value,Norm_Value_min-max
2023-05-31,emp_difficulty_大学生就业,2811,33.75990249847654
2023-06-30,emp_difficulty_大学生就业,3482,74.64960390006094
2023-07-31,emp_difficulty_大学生就业,3898,100.0
2023-08-31,emp_difficulty_大学生就业,2257,0.0
2023-09-30,emp_difficulty_大学生就业,2709,27.544180377818407
2023-10-31,emp_difficulty_大学生就业,2577,19.500304692260816
2023-11-30,emp_difficulty_大学生就业,3115,52.28519195612431
2023-12-31,emp_difficulty_大学生就业,3145,54.11334552102377
2024-01-31,emp_difficulty_大学生就业,2853,36.31931748933577
2024-02-29,emp_difficulty_大学生就业,2857,36.56307129798903
2024-03-31,emp_difficulty_大学生就业,3801,94.08897014015845
2024-04-30,emp_difficulty_大学生就业,2703,27.178549664838513
2024-05-31,emp_difficulty_大学生就业,3010,45.88665447897623
2024-06-30,emp_difficulty_大学生就业,3815,94.94210847044485
2024-07-31,emp_difficulty_大学生就业,3416,70.62766605728214
2024-08-31,emp_difficulty_大学生就业,2956,42.59597806215722
2024-09-30,emp_difficulty_大学生就业,3076,49.90859232175503
2024-10-31,emp_difficulty_大学生就业,2809,33.63802559414991
2024-11-30,emp_difficulty_大学生就业,2874,37.599024984765386
2024-12-31,emp_difficulty_大学生就业,3432,71.60268129189518
2023-01-31,emp_difficulty_毕业生就业,3261,27.86885245901639
2023-02-28,emp_difficulty_毕业生就业,3200,25.368852459016395
2023-03-31,emp_difficulty_毕业生就业,4287,69.91803278688525
2023-04-30,emp_difficulty_毕业生就业,2806,9.221311475409836
2023-05-31,emp_difficulty_毕业生就业,2972,16.024590163934427
2023-06-30,emp_difficulty_毕业生就业,4345,72.29508196721312
2023-07-31,emp_difficulty_毕业生就业,4696,86.68032786885246
2023-08-31,emp_difficulty_毕业生就业,3296,29.303278688524593
2023-09-30,emp_difficulty_毕业生就业,2581,0.0
2023-10-31,emp_difficulty_毕业生就业,2779,8.114754098360656
2023-11-30,emp_difficulty_毕业生就业,3113,21.803278688524593
2023-12-31,emp_difficulty_毕业生就业,3634,43.15573770491803
2024-01-31,emp_difficulty_毕业生就业,2826,10.040983606557377
2024-02-29,emp_difficulty_毕业生就业,3342,31.188524590163937
2024-03-31,emp_difficulty_毕业生就业,4488,78.15573770491804
2024-04-30,emp_difficulty_毕业生就业,3339,31.065573770491806
2024-05-31,emp_difficulty_毕业生就业,3734,47.25409836065574
2024-06-30,emp_difficulty_毕业生就业,5021,100.0
2024-07-31,emp_difficulty_毕业生就业,4749,88.85245901639345
2024-08-31,emp_difficulty_毕业生就业,2982,16.434426229508198
2024-09-30,emp_difficulty_毕业生就业,3837,51.47540983606558
2024-10-31,emp_difficulty_毕业生就业,3928,55.204918032786885
2024-11-30,emp_difficulty_毕业生就业,3344,31.270491803278688
2024-12-31,emp_difficulty_毕业生就业,3365,32.131147540983605
2023-01-31,unemp_pressure_失业,3425,92.97153024911033
2023-02-28,unemp_pressure_失业,2850,41.81494661921708
2023-03-31,unemp_pressure_失业,2533,13.612099644128115
2023-04-30,unemp_pressure_失业,2825,39.59074733096085
2023-05-31,unemp_pressure_失业,2504,11.032028469750891
